85,44,F2H6my2i2LMa7mm80+eaX0norMo=,ZS6nKoYunanq6P1s+n5Swtj6uQw=
85,43,g34ohzVcV4g23F5wlMGzmKra8Yw=,tQbm5fc3mjYvNbUwL+ldwmF7hwk=
85,42,F2H6my2i2LMa7mm80+eaX0norMo=,smL05YUF2RZvMjYaBQi6VHpyOXY=
84,44,g34ohzVcV4g23F5wlMGzmKra8Yw=,tQbm5fc3mjYvNbUwL+ldwmF7hwk=
84,42,F2H6my2i2LMa7mm80+eaX0norMo=,GAAaGb6jJgsCtoYkoRTfx5/utN8=
84,43,F2H6my2i2LMa7mm80+eaX0norMo=,CWkrqbz2CpukyZYxD56RwForD9Q=
86,43,F2H6my2i2LMa7mm80+eaX0norMo=,GAjTSGVHS9jtopWTyzwVTTKv/M8=
83,43,ZoXFFQnR8Y8y3TWL3Fdw1gOocZA=,lqHAgAje+dNsg54vJkINBdUQKgQ=
83,42,ZoXFFQnR8Y8y3TWL3Fdw1gOocZA=,0wRY93FgExc7XW1n+CXhN2Bv1Wo=
83,44,ZoXFFQnR8Y8y3TWL3Fdw1gOocZA=,IwmYsSVJmzM74UqI9snkrxl4Yhg=
82,43,nLVaAO+weUOHTDkLDMHDToQZwME=,tQbm5fc3mjYvNbUwL+ldwmF7hwk=
